rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,ranking_source,stats_number_students_clean,stats_student_staff_ratio_clean,stats_pc_intl_students_clean,clean_rank
601–800,Oklahoma State University,39.4,7350,34.1,489,20.9,776,60.8,763,65.8,533,56.0,661,public,0,/world-university-rankings/oklahoma-state-university,131533,United States,"21,239",14.1,5%,52:48:00,Oklahoma State University,"General Engineering,Archaeology,Chemical Engineering,Chemistry,Civil Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,Electrical & Electronic Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Physics & Astronomy,Mathematics & Statistics,Computer Science,Veterinary Science,Education,Medicine & Dentistry,Biological Sciences,Geography,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Communication & Media Studies,History, Philosophy & Theology,Agriculture & Forestry,Sociology,Psychology,Architecture,Sport Science,Economics & Econometrics",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-48119563,THE World University Rankings 2024,21239.0,14.1,5.0,601.0
601–800,Old Dominion University,39.4,7360,26.1,930,20.4,793,61.2,748,64.0,570,38.1,1188,public,0,/world-university-rankings/old-dominion-university,847,United States,"18,725",18.2,2%,57:43:00,Old Dominion University,"Other Health,Politics & International Studies (incl Development Studies),Accounting & Finance,Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Communication & Media Studies,Art, Performing Arts & Design,Mathematics & Statistics,Business & Management,History, Philosophy & Theology,Chemistry,Psychology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Geography,General Engineering,Electrical & Electronic Engineering,Sociology,Biological Sciences,Education,Sport Science",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-38583381,THE World University Rankings 2024,18725.0,18.2,2.0,601.0
601–800,Ontario Tech University,39.4,7370,18.8,1480,25.0,614,63.5,701,51.9,776,63.2,512,master_account,0,/world-university-rankings/ontario-tech-university,623382,Canada,"9,449",30.1,8%,43:57:00,Ontario Tech University,"Communication & Media Studies,Psychology,Mathematics & Statistics,Electrical & Electronic Engineering,Biological Sciences,Sport Science,Mechanical & Aerospace Engineering,Physics & Astronomy,Law,General Engineering,Other Health,Sociology,Business & Management,Civil Engineering,Chemistry,Politics & International Studies (incl Development Studies),Education,Computer Science",False,False,False,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-80505922,THE World University Rankings 2024,9449.0,30.1,8.0,601.0
601–800,The Open University,39.4,7380,17.7,1582,16.1,1044,68.7,589,52.6,759,63.6,509,master_account,0,/world-university-rankings/open-university,959,United Kingdom,"81,570",33.5,8%,65:35:00,The Open University,"Education,Business & Management,Sport Science,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Chemistry,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Law,Physics & Astronomy,Sociology,Economics & Econometrics,Other Health,Computer Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Art, Performing Arts & Design,Psychology,History, Philosophy & Theology,General Engineering",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-69018962,THE World University Rankings 2024,81570.0,33.5,8.0,601.0
601–800,Open University of Catalonia,39.4,7390,18.4,1518,18.2,909,75.9,420,29.7,1191,51.0,772,master_account,0,/world-university-rankings/open-university-catalonia,633087,Spain,"33,296",96.5,6%,56:44:00,Open University of Catalonia,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Languages, Literature & Linguistics,Business & Management,Other Health,Sociology,Economics & Econometrics,Education,Law,Art, Performing Arts & Design,Accounting & Finance,Computer Science,History, Philosophy & Theology,Psychology",False,False,False,,THE World University Rankings 2024,33296.0,96.5,6.0,601.0
601–800,Örebro University,39.4,7400,20.1,1368,22.5,710,77.9,370,43.8,909,54.6,682,master_account,0,/world-university-rankings/orebro-university,131461,Sweden,"10,132",15.6,5%,62:38:00,Örebro University,"Medicine & Dentistry,Biological Sciences,Business & Management,Electrical & Electronic Engineering,Sociology,Other Health,Politics & International Studies (incl Development Studies),General Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Psychology,Languages, Literature & Linguistics,Chemistry,Education,Mechanical & Aerospace Engineering,Communication & Media Studies,Art, Performing Arts & Design,Law,Mathematics & Statistics,Economics & Econometrics,Sport Science,Civil Engineering,Computer Science,Accounting & Finance",False,False,False,,THE World University Rankings 2024,10132.0,15.6,5.0,601.0
601–800,Otto von Guericke University of Magdeburg,39.4,7410,33.4,528,18.0,918,54.4,901,51.4,786,74.5,337,master_account,0,/world-university-rankings/otto-von-guericke-university-magdeburg,131713,Germany,"13,562",11.2,26%,42:58:00,Otto von Guericke University of Magdeburg,"Physics & Astronomy,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Business & Management,Communication & Media Studies,Chemistry,Other Health,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Psychology,Economics & Econometrics,Education,Mathematics & Statistics,Civil Engineering,Electrical & Electronic Engineering,Computer Science,Languages, Literature & Linguistics,Biological Sciences,Accounting & Finance,Chemical Engineering,General Engineering,Sport Science,Sociology",False,False,False,,THE World University Rankings 2024,13562.0,11.2,26.0,601.0
601–800,Oxford Brookes University,39.4,7420,25.1,996,21.1,765,62.5,719,29.1,1199,87.9,151,master_account,0,/world-university-rankings/oxford-brookes-university,131653,United Kingdom,"13,860",14.0,25%,58:42:00,Oxford Brookes University,"Economics & Econometrics,Languages, Literature & Linguistics,Biological Sciences,Sport Science,Electrical & Electronic Engineering,Architecture,Politics & International Studies (incl Development Studies),Sociology,Education,Psychology,Law,Art, Performing Arts & Design,Mathematics & Statistics,Computer Science,Accounting & Finance,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Business & Management,Other Health,Communication & Media Studies,Geography",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-71176562,THE World University Rankings 2024,13860.0,14.0,25.0,601.0
601–800,University of Palermo,39.4,7430,18.9,1473,22.5,711,69.8,560,47.2,860,34.8,1328,master_account,0,/world-university-rankings/university-palermo,131270,Italy,"33,972",22.0,1%,59:41:00,University of Palermo,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Accounting & Finance,Business & Management,Archaeology,Medicine & Dentistry,Psychology,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Sport Science,Other Health,Economics & Econometrics,Civil Engineering,Computer Science,Languages, Literature & Linguistics,Agriculture & Forestry,Chemistry,Architecture,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Education,Biological Sciences,Chemical Engineering,History, Philosophy & Theology,Law,General Engineering,Physics & Astronomy,Communication & Media Studies",False,False,False,,THE World University Rankings 2024,33972.0,22.0,1.0,601.0
601–800,Panjab University,39.4,7440,32.6,566,16.2,1036,67.9,605,39.2,1001,23.5,1758,master_account,0,/world-university-rankings/panjab-university,960,India,"19,695",18.6,1%,51:49:00,Panjab University,"Other Health,Sport Science,Psychology,Languages, Literature & Linguistics,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Sociology,Accounting & Finance,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Business & Management,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,General Engineering,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics,Education,History, Philosophy & Theology,Chemical Engineering,Geography,Computer Science,Law,Archaeology,Chemistry",False,False,False,,THE World University Rankings 2024,19695.0,18.6,1.0,601.0
601–800,University of Parma,39.4,7450,19.4,1433,22.6,703,72.2,505,65.9,532,38.7,1163,master_account,0,/world-university-rankings/university-parma,131545,Italy,"29,840",33.4,6%,58:42:00,University of Parma,"Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemical Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Civil Engineering,Education,Electrical & Electronic Engineering,Mathematics & Statistics,Agriculture & Forestry,Psychology,Medicine & Dentistry,Business & Management,Art, Performing Arts & Design,Biological Sciences,Sport Science,History, Philosophy & Theology,Veterinary Science,Mechanical & Aerospace Engineering,Physics & Astronomy,Communication & Media Studies,Chemistry,Architecture,Accounting & Finance,Computer Science,Other Health,General Engineering,Law",False,False,False,,THE World University Rankings 2024,29840.0,33.4,6.0,601.0
601–800,Parthenope University of Naples,39.4,7460,18.5,1508,22.6,704,78.2,362,25.6,1312,32.2,1418,master_account,0,/world-university-rankings/parthenope-university-naples,632844,Italy,"11,126",32.4,1%,42:58:00,Parthenope University of Naples,"Accounting & Finance,Business & Management,Law,Biological Sciences,Sport Science,Economics & Econometrics,Computer Science,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",False,False,False,,THE World University Rankings 2024,11126.0,32.4,1.0,601.0
601–800,Universiti Pendidikan Sultan Idris,39.4,7470,35.3,452,25.2,604,38.8,1245,62.3,609,70.8,395,master_account,0,/world-university-rankings/sultan-idris-education-university-0,707600,Malaysia,"5,920",9.8,20%,57:43:00,Universiti Pendidikan Sultan Idris,"Sociology,Business & Management,Education,Accounting & Finance,Chemistry,Economics & Econometrics,Languages, Literature & Linguistics,Geography,Computer Science,Sport Science,History, Philosophy & Theology,Art, Performing Arts & Design,Mathematics & Statistics,Physics & Astronomy,Psychology,Biological Sciences",False,False,False,,THE World University Rankings 2024,5920.0,9.8,20.0,601.0
601–800,Universitat Politècnica de Catalunya,39.4,7480,31.2,632,21.0,769,57.3,839,69.7,439,61.4,552,master_account,0,/world-university-rankings/universitat-politecnica-de-catalunya,849,Spain,"23,272",9.8,13%,28 : 72,Universitat Politècnica de Catalunya,"Other Health,Architecture,Geology, Environmental, Earth & Marine Sciences,Business & Management,Mathematics & Statistics,Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Computer Science,Civil Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Physics & Astronomy,Mechanical & Aerospace Engineering",False,False,False,,THE World University Rankings 2024,23272.0,9.8,13.0,601.0
601–800,Polytechnic University of Valencia,39.4,7490,30.0,687,25.0,615,55.4,880,83.2,224,57.6,630,master_account,0,/world-university-rankings/polytechnic-university-valencia,851,Spain,"26,967",14.5,14%,41:59:00,Polytechnic University of Valencia,"Agriculture & Forestry,Accounting & Finance,Computer Science,Art, Performing Arts & Design,History, Philosophy & Theology,Biological Sciences,Civil Engineering,Languages, Literature & Linguistics,Sociology,Mathematics & Statistics,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Other Health,Chemical Engineering,Communication & Media Studies,Architecture,Chemistry,Physics & Astronomy,Economics & Econometrics",False,False,False,,THE World University Rankings 2024,26967.0,14.5,14.0,601.0
601–800,Prince Sattam Bin Abdulaziz University,39.4,7500,21.3,1282,12.0,1409,80.8,306,23.5,1383,75.8,316,master_account,0,/world-university-rankings/prince-sattam-bin-abdulaziz-university,625194,Saudi Arabia,"26,740",11.9,2%,61:39:00,Prince Sattam Bin Abdulaziz University,"Civil Engineering,Medicine & Dentistry,Chemistry,Biological Sciences,General Engineering,Business & Management,Computer Science,Mathematics & Statistics,Other Health,Education,Languages, Literature & Linguistics,Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Law,Mechanical & Aerospace Engineering",False,False,False,,THE World University Rankings 2024,26740.0,11.9,2.0,601.0
