University,Location,Overall Teaching Score,Research Score,Research Quality,Industry Income Score,International Outlook Score,Overall Score,Rank
Babeş-Bolyai University,Romania,19.3,16.4,48.9,31.0,38.2,30.76,1311
Sharda University,India,27.9,13.3,48.2,22.0,42.3,30.74,1312
Hakim Sabzevari University,Iran,15.7,12.0,65.9,18.5,41.5,30.720000000000006,1313
University of Antioquia,Colombia,19.0,19.7,34.7,40.5,39.7,30.720000000000006,1314
University of Shanghai for Science and Technology,China,23.4,11.3,44.3,48.6,25.9,30.7,1315
University of Sadat City,Egypt,14.6,9.1,61.5,18.3,49.7,30.639999999999997,1316
Kurume University,Japan,28.0,12.5,43.2,45.9,23.5,30.619999999999997,1317
National Chin-Yi University of Technology,Taiwan,14.6,26.2,28.1,51.9,32.2,30.6,1318
Yaşar University,Turkey,21.6,12.0,57.4,18.9,43.0,30.580000000000002,1319
Shizuoka University,Japan,20.4,16.1,18.0,63.1,35.3,30.579999999999995,1320
"Mehran University of Engineering and Technology, Jamshoro, Pakistan",Pakistan,15.7,10.6,56.5,21.4,48.7,30.579999999999995,1321
Nicolaus Copernicus University in Toruń,Poland,27.2,22.3,37.3,31.9,34.1,30.559999999999995,1322
University of Évora,Portugal,21.9,18.9,34.4,23.7,53.8,30.54,1323
Ehime University,Japan,24.5,15.0,27.6,53.1,32.4,30.52,1324
Gauhati University,India,36.7,27.6,28.4,37.3,22.6,30.52,1325
Hamadan University of Medical Sciences (UMSHA),Iran,33.5,16.9,55.8,22.0,24.3,30.5,1326
National University of Distance Education (UNED),Spain,18.3,19.5,39.5,43.6,31.4,30.46,1327
University of Talca,Chile,18.1,14.2,33.4,34.4,52.1,30.439999999999998,1328
IPB University,Indonesia,30.8,10.5,24.8,41.8,44.1,30.4,1329
Shibaura Institute of Technology,Japan,19.6,21.0,20.6,47.1,43.7,30.4,1330
Federico Santa María Technical University,Chile,12.7,11.8,33.8,38.1,55.6,30.4,1331
Sapporo Medical University,Japan,30.9,13.2,34.1,56.1,17.7,30.399999999999995,1332
Datta Meghe Institute of Higher Education & Research (Deemed to be University),India,26.6,10.2,59.1,19.4,36.6,30.380000000000003,1333
Ahmadu Bello University,Nigeria,23.1,12.4,55.7,19.8,40.9,30.380000000000003,1334
Transilvania University of Brașov,Romania,15.1,13.2,48.4,36.9,38.2,30.360000000000003,1335
University of Bucharest,Romania,22.9,22.6,51.4,26.4,28.3,30.320000000000004,1336
Mohammed V University of Rabat,Morocco,28.5,15.5,35.0,40.8,31.8,30.32,1337
Wuhan Textile University,China,15.7,11.8,51.3,49.3,23.5,30.32,1338
Cochin University of Science and Technology,India,38.2,22.0,29.9,39.6,21.8,30.3,1339
University of Burgos,Spain,21.4,15.9,42.8,33.3,38.0,30.279999999999994,1340
University of Chittagong,Bangladesh,15.6,9.3,50.0,21.8,54.5,30.24,1341
Technical University of Crete,Greece,14.3,11.3,45.9,41.6,38.0,30.22,1342
Saga University,Japan,25.9,15.2,22.5,62.1,25.3,30.2,1343
Shahrekord University of Medical Sciences,Iran,32.0,10.9,66.7,19.3,22.1,30.2,1344
Incheon National University,South Korea,19.5,18.0,36.9,40.7,35.8,30.18,1345
Dankook University,South Korea,25.2,17.6,27.8,54.0,26.3,30.18,1346
Institut Teknologi Sepuluh Nopember,Indonesia,25.4,10.7,28.5,41.2,45.1,30.18,1347
Pondicherry University,India,33.5,17.3,38.7,39.8,21.5,30.160000000000004,1348
Anadolu University,Turkey,26.1,11.0,60.0,20.6,33.1,30.159999999999997,1349
"Dr D. Y. Patil Vidyapeeth, Pune",India,42.0,10.5,47.5,18.9,31.8,30.140000000000004,1350
University of Worcester,United Kingdom,17.6,12.0,38.0,23.2,59.9,30.139999999999997,1351
Universidade Eduardo Mondlane,Mozambique,10.5,9.0,58.4,20.6,52.2,30.139999999999997,1352
Kitasato University,Japan,26.9,11.7,32.5,59.4,20.2,30.139999999999997,1353
Mie University,Japan,27.6,14.0,24.3,59.9,24.6,30.080000000000002,1354
Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,23.1,15.7,34.6,29.4,47.5,30.060000000000002,1355
SWPS University,Poland,16.8,12.9,50.2,18.6,51.6,30.02,1356
University of Azad Jammu and Kashmir,Pakistan,14.1,11.5,57.2,18.0,49.1,29.98,1357
Sefako Makgatho Health Sciences University,South Africa,25.4,10.6,48.1,18.3,47.5,29.979999999999997,1358
Landmark University,Nigeria,17.3,18.6,60.5,20.7,32.7,29.96,1359
Poznan University of Technology,Poland,22.1,14.3,35.9,47.3,30.2,29.96,1360
University of South Africa,South Africa,22.5,13.8,48.1,25.3,39.9,29.919999999999998,1361
"Amity University Rajasthan, Jaipur",India,23.6,12.5,65.6,17.4,30.4,29.9,1362
South Valley University  (Egypt),Egypt,15.4,9.7,57.1,18.8,48.5,29.9,1363
Bandung Institute of Technology (ITB),Indonesia,22.6,17.5,30.3,39.4,39.5,29.860000000000003,1364
Icesi University,Colombia,23.7,10.4,56.8,17.9,40.4,29.840000000000003,1365
University of Sulaimani,Iraq,18.9,8.4,67.9,17.2,36.7,29.820000000000004,1366
Toho University,Japan,23.8,15.1,31.9,57.1,21.2,29.82,1367
Bharathidasan University,India,34.6,17.5,36.6,29.4,31.0,29.82,1368
Diponegoro University,Indonesia,29.4,15.9,21.8,43.6,38.3,29.8,1369
Maejo University,Thailand,14.1,9.2,53.4,32.9,39.4,29.8,1370
Indian Institute of Science Education and Research Kolkata,India,36.6,19.4,36.7,31.7,24.5,29.78,1371
University of Medicine and Pharmacy of Craiova,Romania,26.6,10.1,52.1,21.2,38.9,29.78,1372
Technical University of Liberec,Czechia,24.2,19.4,19.6,39.2,46.5,29.78,1373
Saitama University,Japan,21.6,16.1,18.5,51.9,40.8,29.779999999999994,1374
Slovak University of Technology in Bratislava,Slovakia,27.1,13.2,23.2,41.8,43.5,29.76,1375
Del Rosario University,Colombia,21.0,15.5,31.0,29.3,52.0,29.76,1376
The Jikei University School of Medicine,Japan,30.3,10.9,43.9,43.3,20.4,29.759999999999998,1377
University of Peradeniya,Sri Lanka,12.5,10.6,56.8,28.2,40.6,29.740000000000002,1378
Vytautas Magnus University,Lithuania,23.6,12.6,31.2,20.3,60.9,29.72,1379
Bayero University,Nigeria,21.1,9.5,52.0,17.2,48.8,29.72,1380
Semnan University,Iran,27.3,13.8,52.6,29.2,25.6,29.7,1381
Kochi University of Technology,Japan,20.2,14.2,16.3,55.6,42.0,29.660000000000004,1382
Chittagong University of Engineering & Technology,Bangladesh,13.0,10.8,71.5,21.6,31.3,29.640000000000004,1383
Kharazmi University,Iran,29.6,14.6,44.8,25.1,34.0,29.619999999999997,1384
Medical University of Lublin,Poland,31.1,13.0,31.6,36.1,36.2,29.6,1385
Sohag University,Egypt,14.0,9.1,55.2,19.0,50.7,29.6,1386
Azarbaijan Shahid Madani University,Iran,19.7,12.1,65.5,19.0,31.7,29.6,1387
Walailak University,Thailand,20.3,14.6,51.7,17.7,43.6,29.580000000000002,1388
University of Santo Tomas,Philippines,19.8,9.7,33.6,20.4,64.4,29.580000000000002,1389
University of Manouba,Tunisia,27.5,9.5,43.5,21.8,45.6,29.580000000000002,1390
"University of Technology, Iraq",Iraq,24.7,9.9,65.8,22.9,24.3,29.520000000000003,1391
GLA University,India,18.8,13.0,69.8,18.4,27.3,29.46,1392
Universidade Federal de Pernambuco,Brazil,32.6,13.6,24.1,51.0,25.9,29.440000000000005,1393
"National Institute of Technology, Raipur",India,27.2,13.8,66.0,23.4,16.6,29.4,1394
Thammasat University,Thailand,27.9,20.0,28.1,32.8,37.9,29.339999999999996,1395
Ilia State University,Georgia,18.2,9.7,49.6,16.6,52.4,29.3,1396
Ariel University,Israel,16.6,19.6,40.3,36.3,33.7,29.3,1397
The University of the West Indies,Jamaica,22.4,10.9,35.8,26.3,50.8,29.24,1398
Austral University of Chile,Chile,15.6,15.3,29.1,32.6,53.4,29.2,1399
Telkom University,Indonesia,15.2,12.2,36.0,32.0,50.6,29.2,1400
Manipal University Jaipur,India,21.4,13.8,54.5,27.2,29.0,29.18,1401
Hongik University,South Korea,24.2,15.2,24.2,41.4,40.9,29.18,1402
University of Guilan,Iran,23.8,17.6,45.9,33.3,25.1,29.140000000000004,1403
University of West Bohemia,Czechia,21.3,17.8,37.4,33.8,35.4,29.139999999999997,1404
Universidad Autónoma de Chile,Chile,12.5,14.2,44.0,19.2,55.7,29.120000000000005,1405
Rikkyo University,Japan,18.9,9.4,38.9,20.4,57.9,29.1,1406
Ho Chi Minh City Open University,Vietnam,9.9,10.3,66.0,15.9,43.4,29.1,1407
Showa University,Japan,33.3,11.0,40.0,40.7,20.3,29.060000000000002,1408
SRM Institute of Science and Technology,India,23.2,12.1,58.3,25.4,26.2,29.04,1409
University of Social Welfare and Rehabilitation Sciences,Iran,36.5,20.8,28.2,27.1,32.5,29.02,1410
Maharishi Markandeshwar University (MMU),India,27.1,10.0,56.5,18.4,32.6,28.919999999999998,1411
Veltech University,India,18.0,10.7,57.4,30.9,27.6,28.919999999999998,1412
USAMV Cluj-Napoca,Romania,18.4,9.5,55.3,20.5,40.8,28.9,1413
Mirpur University of Science and Technology,Pakistan,9.0,9.7,56.5,20.3,48.9,28.880000000000003,1414
Yeditepe University,Turkey,20.5,12.1,22.1,49.6,40.1,28.880000000000003,1415
Kagoshima University,Japan,25.8,13.6,23.2,54.6,27.1,28.859999999999996,1416
"Visvesvaraya National Institute of Technology, Nagpur",India,28.2,12.7,41.7,41.8,19.8,28.839999999999996,1417
Urmia University of Technology,Iran,11.7,15.2,66.0,20.2,31.0,28.820000000000004,1418
Universidade Federal do ABC (UFABC),Brazil,16.4,16.1,39.4,26.3,45.7,28.78,1419
University of Carthage,Tunisia,25.0,9.9,32.1,32.8,44.1,28.78,1420
Catholic University of the North,Chile,13.7,15.2,30.4,25.1,59.5,28.78,1421
Universiti Malaysia Kelantan,Malaysia,15.9,15.7,32.2,34.6,45.4,28.76,1422
Polytechnic University of Bucharest,Romania,19.2,11.6,29.5,38.1,45.3,28.74,1423
Federal University of Technology Akure,Nigeria,24.5,10.9,43.4,18.8,45.9,28.7,1424
Loyola Marymount University,United States,32.8,11.1,25.9,37.4,36.1,28.659999999999997,1425
National Chi Nan University,Taiwan,19.5,17.4,12.8,60.1,33.4,28.640000000000004,1426
University of Primorska,Slovenia,19.4,16.9,24.1,23.3,59.5,28.639999999999997,1427
University of La Serena,Chile,12.9,9.4,54.3,16.6,50.0,28.639999999999997,1428
Hosei University,Japan,15.8,11.2,44.9,32.2,38.9,28.6,1429
Federal University of Uberlândia,Brazil,27.7,13.5,34.7,42.4,24.7,28.6,1430
National University of La Plata,Argentina,22.9,11.6,20.1,25.6,62.8,28.6,1431
Universidade Lusófona,Portugal,24.3,9.7,31.3,20.9,56.6,28.559999999999995,1432
Damanhour University,Egypt,12.0,8.5,57.1,16.7,48.4,28.54,1433
Lublin University of Technology,Poland,21.0,15.0,33.5,29.4,43.7,28.520000000000003,1434
UNIR – International University of La Rioja,Spain,12.2,15.2,37.8,19.9,57.5,28.52,1435
Morgan State University,United States,22.2,14.9,26.7,20.9,57.8,28.5,1436
University of Antofagasta,Chile,18.5,9.5,43.5,17.4,53.6,28.5,1437
Istanbul Bilgi University,Turkey,16.1,11.4,38.8,16.7,59.5,28.5,1438
University of Mazandaran,Iran,23.4,16.5,40.2,32.5,29.8,28.48,1439
Poznań University of Life Sciences,Poland,25.8,12.6,42.4,30.8,30.6,28.439999999999998,1440
University of the Philippines,Philippines,25.3,16.9,35.0,26.9,37.9,28.4,1441
Escuela Superior Politécnica del Litoral,Ecuador,20.4,10.3,30.9,24.1,56.3,28.4,1442
Tottori University,Japan,28.0,13.5,20.7,54.4,25.4,28.4,1443
Firat University,Turkey,18.2,9.9,59.2,23.2,31.5,28.4,1444
Universitas Padjadjaran,Indonesia,31.0,12.2,25.3,25.4,47.8,28.339999999999996,1445
Universidade Federal do Ceará (UFC),Brazil,25.9,17.8,25.4,45.6,26.9,28.32,1446
Yanshan University,China,20.2,12.0,39.7,49.1,20.6,28.32,1447
National University of Colombia,Colombia,19.4,13.7,32.5,35.0,40.9,28.3,1448
Ochanomizu University,Japan,27.2,18.1,19.5,36.1,40.5,28.28,1449
University of the Ryukyus,Japan,25.4,13.5,25.4,38.4,38.7,28.279999999999994,1450
Communication University of China,China,26.3,16.8,20.4,53.9,23.8,28.240000000000002,1451
DIT University,India,14.8,12.4,71.6,16.5,25.9,28.24,1452
University of Pannonia,Hungary,23.1,22.2,27.2,31.9,36.7,28.220000000000006,1453
Universidad Loyola,Spain,22.1,14.1,39.8,18.0,47.1,28.22,1454
University of Split,Croatia,21.0,16.0,43.3,25.7,35.1,28.22,1455
Saitama Medical University,Japan,27.2,10.7,40.8,43.7,18.5,28.179999999999996,1456
Galgotias University,India,19.5,9.4,70.8,17.3,23.7,28.139999999999997,1457
Helwan University,Egypt,22.5,9.0,40.4,21.7,47.0,28.120000000000005,1458
University of Yamanashi,Japan,28.9,13.4,21.3,47.8,29.2,28.119999999999997,1459
Pace University-New York,United States,34.5,3.1,27.3,28.2,47.3,28.080000000000002,1460
Durban University of Technology,South Africa,19.4,13.4,40.5,20.3,46.7,28.060000000000002,1461
Karunya Institute of Technology and Sciences,India,20.4,13.9,59.6,23.5,22.9,28.060000000000002,1462
Nile University,Egypt,17.7,12.4,42.5,38.3,29.4,28.059999999999995,1463
Alexandru Ioan Cuza University,Romania,19.0,12.0,30.8,38.1,40.1,28.0,1464
Persian Gulf University,Iran,17.9,14.4,44.3,22.1,41.2,27.979999999999997,1465
Universiti Teknikal Malaysia Melaka,Malaysia,21.3,11.7,29.2,32.5,45.1,27.96,1466
Slovak University of Agriculture in Nitra,Slovakia,27.0,12.2,29.5,21.6,49.5,27.96,1467
University of Brasília,Brazil,31.3,15.5,27.5,28.9,36.6,27.959999999999997,1468
Inönü University,Turkey,24.1,10.5,63.6,19.1,22.4,27.940000000000005,1469
Georgia Southern University,United States,19.1,11.7,39.6,35.4,33.9,27.940000000000005,1470
University of Cuenca,Ecuador,11.5,14.0,17.4,48.7,47.9,27.9,1471
Bu-Ali Sina University,Iran,23.5,17.1,47.5,24.7,26.5,27.860000000000003,1472
Salahaddin University–Erbil,Iraq,17.8,7.9,61.0,16.6,35.8,27.820000000000004,1473
Wrocław University of Environmental and Life Sciences,Poland,22.2,14.1,32.7,37.7,32.3,27.8,1474
Unisinos University,Brazil,31.8,18.6,23.1,36.3,29.0,27.76,1475
Opole University of Technology,Poland,19.0,15.2,38.0,23.1,43.3,27.720000000000006,1476
Al-Hussein Bin Talal University,Jordan,11.2,11.1,49.3,18.9,48.1,27.72,1477
Université Djillali Liabès de Sidi Bel-Abbès,Algeria,27.7,9.8,46.7,17.1,37.2,27.7,1478
Jimma University,Ethiopia,15.4,9.3,58.6,18.0,37.2,27.7,1479
Universiti Malaysia Perlis,Malaysia,22.7,13.0,33.5,32.5,36.7,27.68,1480
University of Miyazaki,Japan,27.9,12.5,23.5,47.9,26.5,27.660000000000004,1481
Obafemi Awolowo University,Nigeria,19.1,11.7,31.6,36.5,39.3,27.639999999999997,1482
"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)",Pakistan,14.0,9.7,46.2,19.0,49.2,27.620000000000005,1483
Federal University of Espírito Santo,Brazil,23.8,12.3,25.4,47.1,29.5,27.619999999999997,1484
University of Texas Rio Grande Valley,United States,18.2,9.3,45.8,19.3,45.5,27.619999999999997,1485
Osmania University,India,34.2,16.8,34.2,30.9,21.9,27.6,1486
"University of the North, Colombia",Colombia,18.8,14.0,29.4,24.6,51.1,27.580000000000002,1487
Lorestan University,Iran,27.8,11.7,47.0,24.8,26.6,27.580000000000002,1488
Medical University of Silesia in Katowice,Poland,31.0,12.7,37.1,31.8,25.3,27.580000000000002,1489
Xuzhou Medical University,China,16.5,16.6,50.9,32.5,21.3,27.560000000000002,1490
Karabük University,Turkey,13.6,9.4,45.2,17.7,51.9,27.560000000000002,1491
University of Duhok,Iraq,22.5,8.2,60.4,15.9,30.7,27.54,1492
Istanbul Medipol University,Turkey,14.6,12.5,37.4,23.5,49.6,27.52,1493
University of Anbar,Iraq,20.3,8.7,43.4,34.7,30.3,27.48,1494
Dr B.R. Ambedkar National Institute of Technology Jalandhar,India,20.8,15.8,61.4,21.6,17.8,27.48,1495
Universiti Kuala Lumpur,Malaysia,25.6,9.6,24.1,31.1,46.7,27.420000000000005,1496
Polytechnic Institute of Porto,Portugal,14.7,12.7,44.8,34.1,30.8,27.419999999999998,1497
Shahid Bahonar University of Kerman,Iran,20.9,15.2,47.5,27.0,26.3,27.380000000000003,1498
"University of the Andes, Chile",Chile,20.8,15.3,31.1,20.9,48.7,27.360000000000003,1499
Warsaw University of Life Sciences – SGGW,Poland,19.3,12.5,41.2,29.2,34.6,27.360000000000003,1500
Universidad Andrés Bello (UNAB),Chile,15.3,10.7,34.7,24.6,51.4,27.340000000000003,1501
Rajshahi University of Engineering and Technology,Bangladesh,14.1,8.7,61.4,18.6,33.7,27.3,1502
Universidad de Cartagena,Colombia,13.1,9.4,56.5,18.1,39.4,27.3,1503
Dicle University,Turkey,30.2,14.8,14.6,53.6,23.3,27.3,1504
Karadeniz Technical University,Turkey,23.1,15.0,30.3,41.9,26.1,27.28,1505
Istanbul Aydın University,Turkey,20.8,9.4,32.6,17.0,56.6,27.28,1506
College of Charleston,United States,18.0,12.6,41.7,32.1,31.8,27.240000000000002,1507
Osaka Medical and Pharmaceutical University,Japan,29.4,13.0,29.7,45.0,19.0,27.22,1508
Muroran Institute of Technology,Japan,18.7,10.4,21.1,43.5,42.3,27.2,1509
University of Zimbabwe,Zimbabwe,14.2,10.6,39.3,21.0,50.9,27.2,1510
University of Gdańsk,Poland,24.8,15.4,33.2,26.0,36.5,27.18,1511
University of La Frontera,Chile,17.7,12.6,33.1,23.5,49.0,27.18,1512
Hassiba Benbouali University of Chlef,Algeria,16.0,11.9,34.9,31.3,41.6,27.139999999999997,1513
Ştefan cel Mare University of Suceava,Romania,15.3,13.7,46.7,20.7,39.2,27.120000000000005,1514
University of Shizuoka,Japan,23.1,13.0,15.4,57.1,27.0,27.119999999999997,1515
West University of Timişoara,Romania,19.6,12.8,48.0,18.9,36.2,27.1,1516
National Chiayi University,Taiwan,14.4,14.5,22.8,61.4,22.3,27.080000000000002,1517
Izmir Institute of Technology,Turkey,19.7,13.3,25.6,43.3,33.4,27.060000000000002,1518
University for Development Studies,Ghana,23.5,10.6,32.2,18.9,50.1,27.060000000000002,1519
University of Qom,Iran,23.4,12.5,31.6,20.5,47.3,27.060000000000002,1520
National Institute of Technology Warangal,India,23.7,14.0,47.8,24.6,25.2,27.059999999999995,1521
University of Nigeria Nsukka,Nigeria,29.4,10.4,36.7,19.2,39.4,27.02,1522
Guru Jambheshwar University of Science and Technology,India,30.6,10.4,44.9,30.9,18.2,27.0,1523
University of Las Américas (UDLA),Ecuador,17.9,9.9,26.7,18.7,61.7,26.98,1524
Universiti Teknologi MARA,Malaysia,22.0,15.7,31.0,38.9,27.1,26.939999999999998,1525
Federal University of Santa Maria,Brazil,33.4,12.1,34.1,28.7,25.8,26.82,1526
Sathyabama Institute of Science and Technology,India,31.1,10.1,42.6,21.6,28.5,26.78,1527
V.N. Karazin Kharkiv National University,Ukraine,26.3,10.9,9.2,40.0,47.2,26.720000000000006,1528
National Changhua University of Education,Taiwan,26.1,19.2,19.0,44.9,24.4,26.72,1529
Instituto Politécnico de Viana do Castelo,Portugal,13.1,15.4,41.7,19.3,44.0,26.7,1530
American International University – Bangladesh,Bangladesh,12.1,9.2,57.8,23.1,31.3,26.7,1531
Muhimbili University of Health and Allied Sciences,Tanzania,20.4,12.8,27.4,24.0,48.9,26.7,1532
Federal University of Lavras,Brazil,30.7,17.0,28.4,29.1,28.2,26.679999999999996,1533
Pontificia Universidad Javeriana,Colombia,21.2,13.0,26.9,28.8,43.4,26.660000000000004,1534
Shahrekord University,Iran,23.2,13.9,53.4,19.5,23.3,26.660000000000004,1535
"University of Santiago, Chile (USACH)",Chile,16.0,15.1,27.5,28.1,46.5,26.639999999999997,1536
University of Fort Hare,South Africa,20.2,14.3,31.0,20.1,47.4,26.6,1537
The John Paul II Catholic University of Lublin,Poland,31.3,16.1,35.2,17.3,33.0,26.580000000000002,1538
Ibn Tofaïl University,Morocco,24.6,14.7,45.0,21.7,26.9,26.580000000000002,1539
Khulna University,Bangladesh,18.3,10.0,43.0,18.8,42.8,26.579999999999995,1540
National Institute of Technology Delhi,India,31.0,13.0,42.2,19.5,27.0,26.54,1541
Universitas Muhammadiyah Surakarta,Indonesia,16.3,9.2,58.2,17.6,31.2,26.5,1542
University of Ostrava,Czechia,20.4,16.6,25.7,19.3,50.4,26.48,1543
National Pingtung University of Science and Technology,Taiwan,16.9,15.4,21.6,47.2,31.2,26.459999999999997,1544
Kochi University,Japan,25.3,12.5,22.2,44.5,27.7,26.439999999999998,1545
University of Benin,Nigeria,18.6,8.6,50.6,17.7,36.6,26.420000000000005,1546
Vietnam National University (Ho Chi Minh City),Vietnam,14.2,12.7,29.6,40.5,35.1,26.419999999999998,1547
Jiangsu Normal University,China,16.7,12.3,47.0,30.6,25.5,26.419999999999998,1548
Pontifical Catholic University of Peru,Peru,25.0,10.1,32.2,21.3,43.4,26.4,1549
Universidade do Estado do Rio de Janeiro (UERJ),Brazil,34.0,14.9,24.1,29.5,29.5,26.4,1550
Tribhuvan University,Nepal,10.8,8.0,48.6,17.5,46.7,26.320000000000004,1551
University of Sousse,Tunisia,26.1,10.2,32.1,21.8,41.3,26.3,1552
University of Ilorin,Nigeria,15.9,9.3,48.7,17.4,40.2,26.3,1553
Technical University of Cluj-Napoca,Romania,15.4,13.4,39.6,36.9,26.2,26.3,1554
Sakarya University,Turkey,16.1,10.9,45.9,27.5,30.9,26.26,1555
German University in Cairo,Egypt,18.7,3.7,42.0,21.1,45.8,26.26,1556
University Cadi Ayyad of Marrakech,Morocco,21.9,11.3,36.9,22.8,38.2,26.22,1557
Federal University of Rio Grande do Norte (UFRN),Brazil,24.2,12.9,26.9,33.8,33.2,26.2,1558
Qom University of Medical Sciences,Iran,36.7,11.3,36.3,22.3,24.3,26.18,1559
University of Zambia,Zambia,15.1,9.9,29.2,21.4,55.3,26.179999999999996,1560
Sophia University,Japan,21.4,11.1,13.6,33.5,51.2,26.160000000000004,1561
University of Kinshasa,Democratic Republic of the Congo,23.6,8.5,29.6,18.7,50.3,26.139999999999997,1562
University of Hyogo,Japan,22.4,13.2,12.3,58.6,24.2,26.139999999999997,1563
"Federal University of Technology, Minna",Nigeria,16.4,8.2,47.6,16.5,41.9,26.119999999999997,1564
Shiv Nadar University,India,27.5,7.6,35.9,24.0,35.5,26.1,1565
The British University in Egypt,Egypt,18.0,10.4,47.2,17.9,37.0,26.1,1566
University of Pardubice,Czechia,21.7,17.4,18.7,32.8,39.7,26.060000000000002,1567
Autonomous University of Sinaloa,Mexico,14.7,2.9,55.6,16.4,40.3,25.979999999999997,1568
University of Rijeka,Croatia,19.7,18.4,31.2,31.7,28.8,25.96,1569
University of Economics in Prague,Czechia,16.2,15.0,27.4,20.0,51.2,25.96,1570
Grand Valley State University,United States,20.0,9.5,31.4,30.9,37.9,25.939999999999998,1571
North University of China,China,18.1,21.4,23.4,44.7,22.0,25.919999999999998,1572
Atılım University,Turkey,18.7,9.6,35.3,20.3,45.3,25.839999999999996,1573
Teikyo University,Japan,17.7,12.3,32.9,38.9,27.2,25.8,1574
University of Costa Rica,Costa Rica,20.2,9.8,31.0,22.4,45.6,25.8,1575
"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",Romania,18.4,12.0,39.2,22.4,36.9,25.78,1576
Sri Venkateswara University,India,36.2,11.6,26.3,25.6,29.2,25.78,1577
Sidi Mohamed Ben Abdellah University,Morocco,26.2,12.1,42.9,22.6,25.1,25.779999999999994,1578
Kasetsart University,Thailand,18.7,12.6,26.9,36.6,34.0,25.76,1579
University of Mysore,India,28.4,9.7,26.2,22.2,42.3,25.76,1580
University of Venda,South Africa,20.4,26.0,18.1,17.6,46.6,25.74,1581
Ankara University,Turkey,18.1,12.3,30.7,32.3,35.1,25.7,1582
Akita University,Japan,26.7,13.9,18.6,41.5,27.8,25.7,1583
Yasouj University,Iran,15.2,15.2,47.8,27.6,22.7,25.699999999999996,1584
Saints Cyril and Methodius University in Skopje,North Macedonia,19.3,10.2,25.3,32.3,41.1,25.639999999999997,1585
University of Macedonia,Greece,16.7,17.6,42.3,26.1,25.4,25.619999999999997,1586
University of Tunis,Tunisia,30.9,10.4,22.7,25.4,38.6,25.6,1587
University of Nairobi,Kenya,12.5,9.8,37.3,18.9,49.4,25.580000000000002,1588
"Jagannath University, Bangladesh",Bangladesh,10.4,8.4,42.6,19.9,46.6,25.580000000000002,1589
University of Hormozgan,Iran,23.6,15.8,33.0,28.7,26.8,25.580000000000002,1590
Universidad Católica de la Santísima Concepción,Chile,14.0,21.0,27.2,17.1,48.6,25.580000000000002,1591
Université de Gabès,Tunisia,20.5,11.0,32.7,20.1,43.5,25.560000000000002,1592
Cracow University of Technology,Poland,23.4,11.3,32.4,29.9,30.8,25.56,1593
Universidad Nacional de Asunción,Paraguay,21.3,9.9,27.7,20.6,48.1,25.52,1594
Ming Chuan University,Taiwan,13.3,13.4,23.0,39.4,38.3,25.479999999999997,1595
Londrina State University,Brazil,31.8,16.7,19.6,34.6,24.7,25.479999999999997,1596
Acharya Nagarjuna University,India,44.7,9.7,17.9,26.4,28.6,25.46,1597
Shimane University,Japan,25.8,13.0,20.1,39.0,29.2,25.42,1598
Istanbul Medeniyet University,Turkey,18.7,10.6,51.9,18.5,27.4,25.419999999999998,1599
Université Hassan II de Casablanca,Morocco,20.7,9.3,42.2,26.6,28.1,25.380000000000003,1600
Universidad Francisco de Vitoria,Spain,14.3,11.9,46.1,17.4,37.1,25.360000000000003,1601
Naresuan University,Thailand,19.7,12.2,17.0,46.4,31.3,25.32,1602
Chang Gung University of Science and Technology,Taiwan,15.9,14.4,38.0,38.1,20.1,25.3,1603
Silpakorn University,Thailand,19.5,14.5,19.7,41.8,31.0,25.3,1604
Guru Ghasidas Vishwavidyalaya,India,16.1,10.5,55.5,21.6,22.8,25.299999999999997,1605
Lahore College for Women University (LCWU),Pakistan,13.3,9.9,43.2,16.8,43.1,25.26,1606
Indian Institute of Science Education and Research Bhopal,India,30.4,20.0,28.2,23.6,24.1,25.259999999999998,1607
Allameh Tabataba ’i University,Iran,29.0,14.6,29.8,22.9,29.9,25.240000000000002,1608
Antonio Nariño University,Colombia,18.2,8.0,32.7,16.4,50.9,25.240000000000002,1609
National Institute of Technology Srinagar,India,26.1,12.8,43.0,18.4,25.8,25.220000000000002,1610
Maria Curie-Skłodowska University (UMCS),Poland,22.3,21.2,24.9,22.6,34.5,25.1,1611
University of Lodz,Poland,21.1,17.0,29.3,20.6,37.5,25.1,1612
"University of Health Sciences, Turkey",Turkey,46.1,6.1,25.6,16.9,30.8,25.1,1613
Altınbaş University,Turkey,12.9,11.5,27.3,20.1,53.6,25.080000000000002,1614
Marmara University,Turkey,23.9,11.5,31.1,28.9,30.0,25.080000000000002,1615
University of Fukui,Japan,27.5,12.3,17.6,40.3,27.7,25.08,1616
University of Karachi,Pakistan,15.3,11.0,24.2,29.3,45.5,25.06,1617
L.N. Gumilyov Eurasian National University,Kazakhstan,22.1,12.4,21.9,16.1,52.6,25.02,1618
Izmir University of Economics,Turkey,17.8,12.9,31.9,27.7,34.7,25.0,1619
Universidad Mayor,Chile,18.7,9.0,31.8,16.4,49.0,24.98,1620
Université de Skikda,Algeria,12.3,7.8,47.4,16.6,40.7,24.96,1621
