university,year_QS,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,University_Standard,year_THE,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
University of Basel,2022,138,53.0,https://www.topuniversities.com/universities/university-basel,Switzerland,Basel,Europe,https://www.topuniversities.com/sites/default/files/university-of-basel_46_small.jpg,Public,Very High,9.0,"2,875",M,"1,036",University of Basel,2022,103,University of Basel,Switzerland,62.1,42.9,42.0,89.5,99.9,97.0,
McMaster University,2022,140,52.7,https://www.topuniversities.com/universities/mcmaster-university,Canada,Hamilton,North America,https://www.topuniversities.com/sites/default/files/mcmaster-university_397_small.jpg,Public,Very High,7.0,"5,386",L,"3,819",McMaster University,2022,80,McMaster University,Canada,65.2,44.3,50.6,93.1,98.3,85.1,=
Ghent University,2022,141,52.6,https://www.topuniversities.com/universities/ghent-university,Belgium,Ghent,Europe,https://www.topuniversities.com/sites/default/files/ghent-university_228_small.jpg,Public,Very High,7.0,"4,609",XL,"5,537",Ghent University,2022,96,Ghent University,Belgium,62.7,48.9,58.4,79.2,83.3,62.4,=
Politecnico di Milano,2022,142,52.5,https://www.topuniversities.com/universities/politecnico-di-milano,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/politecnico-di-milano_592560cf2aeae70239af4c1c_small.jpg,Public,Very High,21.0,"7,452",XL,"1,659",Politecnico di Milano,2022,351–400,Politecnico di Milano,Italy,44.1–46.0,34.4,39.2,57.8,80.1,60.8,
Hokkaido University,2022,145,51.4,https://www.topuniversities.com/universities/hokkaido-university,Japan,Sapporo,Asia,https://www.topuniversities.com/sites/default/files/hokkaido-university_266_small.jpg,Public,Very High,7.0,"1,984",L,"2,476",Hokkaido University,2022,501–600,Hokkaido University,Japan,38.1–40.8,44.2,38.5,31.3,66.3,41.0,
Stockholm University,2022,148,50.6,https://www.topuniversities.com/universities/stockholm-university,Sweden,Stockholm,Europe,https://www.topuniversities.com/sites/default/files/stockholm-university_577_small.jpg,Public,Very High,12.0,"7,567",L,"2,325",Stockholm University,2022,176,Stockholm University,Sweden,55.5,30.5,49.1,84.9,36.5,69.4,=
University of Waterloo,2022,149,50.5,https://www.topuniversities.com/universities/university-waterloo,Canada,Waterloo,North America,https://www.topuniversities.com/sites/default/files/university-of-waterloo_670_small.jpg,Public,Very High,18.0,"10,269",XL,"1,908",University of Waterloo,2022,201–250,University of Waterloo,Canada,50.4–53.9,35.6,43.2,67.7,47.1,87.1,
Cardiff University,2022,151,50.4,https://www.topuniversities.com/universities/cardiff-university,United Kingdom,Cardiff,Europe,https://www.topuniversities.com/sites/default/files/cardiff-university_592560cf2aeae70239af4ae6_small.jpg,Public,Very High,9.0,"7,819",L,"3,350",Cardiff University,2022,189,Cardiff University,United Kingdom,54.7,31.9,36.1,89.1,39.9,87.0,
University of Vienna,2022,151,50.4,https://www.topuniversities.com/universities/university-vienna,Austria,Vienna,Europe,https://www.topuniversities.com/sites/default/files/university-of-vienna_652_small.jpg,Public,Very High,12.0,"14,514",XL,"3,637",University of Vienna,2022,137,University of Vienna,Austria,58.4,46.9,55.4,65.4,37.8,95.4,=
University of York,2022,151,50.4,https://www.topuniversities.com/universities/university-york,United Kingdom,York,Europe,https://www.topuniversities.com/sites/default/files/university-of-york_689_small.jpg,Public,Very High,9.0,"5,098",L,"2,209",University of York,2022,169,University of York,United Kingdom,56.0,39.0,43.7,79.1,37.1,86.7,
University of Rochester,2022,154,50.3,https://www.topuniversities.com/universities/university-rochester,United States,Rochester,North America,https://www.topuniversities.com/sites/default/files/university-of-rochester_592560cf2aeae70239af4c96_small.jpg,Private,Very High,5.0,"3,644",M,"1,853",University of Rochester,2022,142,University of Rochester,United States,57.9,44.9,39.3,86.4,50.5,73.1,
Aarhus University,2022,155,50.2,https://www.topuniversities.com/universities/aarhus-university,Denmark,Aarhus,Europe,https://www.topuniversities.com/sites/default/files/aarhus-university_592560cf2aeae70239af4a8a_small.jpg,Public,Very High,11.0,"2,911",L,683,Aarhus University,2022,104,Aarhus University,Denmark,61.7,39.3,58.4,82.4,74.9,76.9,
Hanyang University,2022,156,49.8,https://www.topuniversities.com/universities/hanyang-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/hanyang-university_250_small.jpg,Private,Very High,7.0,"3,455",L,"3,164",Hanyang University,2022,351–400,Hanyang University,South Korea,44.1–46.0,40.8,40.1,44.0,93.8,64.3,
Michigan State University,2022,157,49.7,https://www.topuniversities.com/universities/michigan-state-university,United States,East Lansing,North America,https://www.topuniversities.com/sites/default/files/michigan-state-university_402_small.jpg,Public,Very High,15.0,"5,795",XL,"3,008",Michigan State University,2022,93,Michigan State University,United States,63.0,58.1,56.1,77.2,37.7,62.0,=
"University of Maryland, College Park",2022,158,49.5,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,Public,Very High,10.0,"4,659",XL,"3,798","University of Maryland, College Park",2022,93,"University of Maryland, College Park",United States,63.0,49.3,56.8,89.8,39.3,42.9,=
Emory University,2022,160,48.6,https://www.topuniversities.com/universities/emory-university,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/emory-university_185_small.jpg,Private,Very High,5.0,"2,264",L,"2,725",Emory University,2022,82,Emory University,United States,65.1,55.1,44.9,98.1,48.2,59.7,
Case Western Reserve University,2022,161,48.2,https://www.topuniversities.com/universities/case-western-reserve-university,United States,Cleveland,North America,https://www.topuniversities.com/sites/default/files/case-western-reserve-university_102_small.jpg,Private,Very High,7.0,"2,864",M,"1,639",Case Western Reserve University,2022,126,Case Western Reserve University,United States,59.4,47.6,41.7,91.9,41.7,53.8,
Tecnológico de Monterrey,2022,161,48.2,https://www.topuniversities.com/universities/tecnologico-de-monterrey,Mexico,Monterrey,Latin America,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-y-de-estudios-superiores-de-monterrey_592560cf2aeae70239af4cd6_small.jpg,Private,High,8.0,"3,514",XL,"5,894",Tecnológico de Monterrey,2022,601–800,Tecnológico de Monterrey,Mexico,32.0–37.9,20.8,19.1,46.8,66.5,59.6,
RWTH Aachen University,2022,165,48.0,https://www.topuniversities.com/universities/rwth-aachen-university,Germany,Aachen,Europe,https://www.topuniversities.com/sites/default/files/rwth-aachen-university_4_small.jpg,Public,Very High,19.0,"12,477",XL,"2,431",RWTH Aachen University,2022,108,RWTH Aachen University,Germany,61.4,55.3,61.6,64.1,98.7,62.0,=
University of Bath,2022,166,47.7,https://www.topuniversities.com/universities/university-bath,United Kingdom,Bath,Europe,https://www.topuniversities.com/sites/default/files/university-of-bath_47_small.jpg,Public,Very High,12.0,"5,326",L,"1,339",University of Bath,2022,201–250,University of Bath,United Kingdom,50.4–53.9,32.2,34.0,78.9,38.7,92.9,
Texas A&M University,2022,168,47.6,https://www.topuniversities.com/universities/texas-am-university,United States,College Station,North America,https://www.topuniversities.com/sites/default/files/texas-am-university_592560cf2aeae70239af4ce2_small.jpg,Public,Very High,21.0,"6,621",XL,"3,049",Texas A&M University,2022,193,Texas A&M University,United States,54.3,47.4,51.1,64.6,46.5,56.1,=
Western University,2022,170,47.5,https://www.topuniversities.com/universities/western-university,Canada,London,North America,https://www.topuniversities.com/sites/default/files/the-university-of-western-ontario_674_small.jpg,Public,Very High,22.0,"6,314",L,"1,311",Western University,2022,201–250,Western University,Canada,50.4–53.9,39.9,39.0,72.6,80.2,85.6,
Sapienza University of Rome,2022,171,47.2,https://www.topuniversities.com/universities/sapienza-university-rome,Italy,Rome,Europe,https://www.topuniversities.com/sites/default/files/sapienza-university-of-rome_592560cf2aeae70239af4c97_small.jpg,Public,Very High,23.0,"5,960",XL,"3,287",Sapienza University of Rome,2022,197,Sapienza University of Rome,Italy,54.0,51.5,41.7,70.9,55.9,44.3,=
University College Dublin,2022,173,46.9,https://www.topuniversities.com/universities/university-college-dublin,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/university-college-dublin_166_small.jpg,Public,Very High,12.0,"6,118",L,"1,836",University College Dublin,2022,201–250,University College Dublin,Ireland,50.4–53.9,32.2,39.0,71.8,48.7,93.6,
University of Florida,2022,173,46.9,https://www.topuniversities.com/universities/university-florida,United States,Gainesville,North America,https://www.topuniversities.com/sites/default/files/university-of-florida_212_small.jpg,Public,Very High,7.0,"4,143",XL,"6,222",University of Florida,2022,154,University of Florida,United States,57.3,54.5,58.9,62.0,58.4,42.7,
Al-Farabi Kazakh National University,2022,175,46.8,https://www.topuniversities.com/universities/al-farabi-kazakh-national-university,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/al-farabi-kazakh-national-university_2146_small.jpg,Public,High,6.0,"3,054",L,"4,047",Al-Farabi Kazakh National University,2022,1201+,Al-Farabi Kazakh National University,Kazakhstan,10.6–22.3,26.8,10.0,15.3,39.6,70.1,
University of Lausanne,2022,176,46.6,https://www.topuniversities.com/universities/university-lausanne,Switzerland,Lausanne,Europe,https://www.topuniversities.com/sites/default/files/university-of-lausanne_592560cf2aeae70239af4bd3_small.jpg,Public,Very High,9.0,"3,026",L,"1,478",University of Lausanne,2022,176,University of Lausanne,Switzerland,55.5,32.8,45.4,77.1,78.1,92.0,=
Erasmus University Rotterdam,2022,179,46.3,https://www.topuniversities.com/universities/erasmus-university-rotterdam,Netherlands,Rotterdam,Europe,https://www.topuniversities.com/sites/default/files/erasmus-university-rotterdam_190_small.jpg,Public,Very High,11.0,"5,932",L,"2,699",Erasmus University Rotterdam,2022,72,Erasmus University Rotterdam,Netherlands,67.0,40.2,57.8,97.0,76.5,88.5,
National Tsing Hua University,2022,180,46.1,https://www.topuniversities.com/universities/national-tsing-hua-university,Taiwan,Hsinchu City,Asia,https://www.topuniversities.com/sites/default/files/national-tsing-hua-university_442_small.jpg,Public,Very High,10.0,"1,551",L,"1,265",National Tsing Hua University,2022,351–400,National Tsing Hua University,Taiwan,44.1–46.0,36.2,46.0,50.0,70.7,42.9,
University of Gothenburg,2022,180,46.1,https://www.topuniversities.com/universities/university-gothenburg,Sweden,Gothenburg,Europe,https://www.topuniversities.com/sites/default/files/university-of-gothenburg_233_small.jpg,Public,Very High,8.0,"5,652",L,"2,680",University of Gothenburg,2022,185,University of Gothenburg,Sweden,54.8,29.6,42.3,90.5,42.7,66.1,=
Khalifa University,2022,183,46.0,https://www.topuniversities.com/universities/khalifa-university,United Arab Emirates,Abu Dhabi,Asia,https://www.topuniversities.com/sites/default/files/khalifa-university-of-science-and-technology_592560e19988f300e2320ee2_small.jpg,Public,Very High,6.0,652,S,498,Khalifa University,2022,351–400,Khalifa University,United Arab Emirates,44.1–46.0,31.5,36.9,51.9,100.0,92.1,
Indian Institute of Science,2022,186,45.7,https://www.topuniversities.com/universities/indian-institute-science,India,Bangalore,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-science-iisc-bangalore_22878_small.jpg,Public,Very High,9.0,5,S,446,Indian Institute of Science,2022,301–350,Indian Institute of Science,India,46.1–48.0,59.1,54.6,31.5,88.1,24.1,
University of Liverpool,2022,189,45.5,https://www.topuniversities.com/universities/university-liverpool,United Kingdom,Liverpool,Europe,https://www.topuniversities.com/sites/default/files/university-of-liverpool_350_small.jpg,Public,Very High,10.0,"9,500",L,"2,771",University of Liverpool,2022,178,University of Liverpool,United Kingdom,55.4,33.1,36.5,88.5,39.1,93.6,=
University of Twente,2022,189,45.5,https://www.topuniversities.com/universities/university-twente,Netherlands,Enschede,Europe,https://www.topuniversities.com/sites/default/files/university-of-twente_635_small.jpg,Public,Very High,10.0,"3,872",L,"1,177",University of Twente,2022,201–250,University of Twente,Netherlands,50.4–53.9,37.9,46.8,57.0,86.9,93.8,
Dartmouth College,2022,191,45.1,https://www.topuniversities.com/universities/dartmouth-college,United States,Hanover,North America,https://www.topuniversities.com/sites/default/files/dartmouth-college_592560cf2aeae70239af4b1c_small.jpg,Private,Very High,8.0,997,M,836,Dartmouth College,2022,99,Dartmouth College,United States,62.3,60.1,40.2,93.6,38.9,41.7,=
Universiti Teknologi Malaysia,2022,191,45.1,https://www.topuniversities.com/universities/universiti-teknologi-malaysia,Malaysia,Skudai,Asia,https://www.topuniversities.com/sites/default/files/universiti-teknologi-malaysia_387_small.jpg,Public,Very High,11.0,"4,956",L,"1,869",Universiti Teknologi Malaysia,2022,601–800,Universiti Teknologi Malaysia,Malaysia,32.0–37.9,31.3,22.9,39.4,47.5,62.6,
University of Wollongong,2022,193,44.9,https://www.topuniversities.com/universities/university-wollongong,Australia,Wollongong,Oceania,https://www.topuniversities.com/sites/default/files/university-of-wollongong_680_small.jpg,Public,Very High,13.0,"4,779",L,"1,410",University of Wollongong,2022,201–250,University of Wollongong,Australia,50.4–53.9,30.8,37.6,77.3,55.8,94.7,
Curtin University,2022,194,44.8,https://www.topuniversities.com/universities/curtin-university,Australia,Perth,Oceania,https://www.topuniversities.com/sites/default/files/curtin-university_150_small.jpg,Public,Very High,14.0,"4,565",L,"1,698",Curtin University,2022,251–300,Curtin University,Australia,48.1–50.3,25.2,32.6,82.5,43.5,95.5,
University of Otago,2022,194,44.8,https://www.topuniversities.com/universities/university-otago,New Zealand,Dunedin,Oceania,https://www.topuniversities.com/sites/default/files/university-of-otago_474_small.jpg,Public,Very High,14.0,"3,585",L,"1,333",University of Otago,2022,201–250,University of Otago,New Zealand,50.4–53.9,31.3,34.7,77.5,39.6,90.1,
University of Bergen,2022,199,44.2,https://www.topuniversities.com/universities/university-bergen,Norway,Bergen,Europe,https://www.topuniversities.com/sites/default/files/university-of-bergen_53_small.jpg,Public,Very High,7.0,832,M,"1,634",University of Bergen,2022,201–250,University of Bergen,Norway,50.4–53.9,28.7,30.3,91.6,37.5,78.7,
