qs_2025_rank,qs_2024_rank,qs_institution_name,qs_location,qs_location_full,qs_size,qs_academic_reputation,qs_employer_reputation,qs_faculty_student,qs_citations_per_faculty,qs_international_faculty,qs_international_students,qs_international_research_network,qs_employment_outcomes,qs_sustainability,qs_qs_overall_score,the_rank,the_name,the_scores_overall,the_scores_overall_rank,the_scores_teaching,the_scores_teaching_rank,unnamed_22,the_scores_research,the_scores_citations,the_scores_citations_rank,the_scores_industry_income,the_scores_industry_income_rank,the_scores_international_outlook,the_scores_international_outlook_rank,the_record_type,the_member_level,the_url,the_nid,the_location,the_stats_number_students,the_stats_student_staff_ratio,the_stats_pc_intl_students,the_stats_female_male_ratio,the_aliases,the_subjects_offered,the_closed,the_unaccredited,the_disabled,the_website_url,qs_rank_band,the_rank_band,qs_rank_clean,the_rank_clean,university_name,rank_difference,absolute_rank_difference,qs_rank_category,the_rank_category,ranking_comparison,academic_reputation_score,faculty_student_ratio_score,global_score
1001-1200,901-950,National Chung Cheng University,TW,Taiwan,M,12.5,24.9,14.5,4.9,4.7,3.5,21.4,2.7,9.9,-,1201â€“1500,National Chung Cheng University,22.8â€“28.2,13680,23.5,1112,22.2,720,25.0,1562,72.9,371,26.5,1639,master_account,0,/world-university-rankings/national-chung-cheng-university,943,Taiwan,8748,15.6,0.04,"1 day, 20:56:00",National Chung Cheng University,"Chemistry,Psychology,Other Health,History, Philosophy & Theology,Business & Management,Mechanical & Aerospace Engineering,Computer Science,Sociology,Sport Science,Physics & Astronomy,Economics & Econometrics,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Education,Biological Sciences,Accounting & Finance,Languages, Literature & Linguistics,Mathematics & Statistics,Law,Communication & Media Studies,General Engineering,Electrical & Electronic Engineering,Chemical Engineering",False,False,False,,1001-1200,1201â€“1500,1100.5,161.0,National Chung Cheng University,26.0,84.5,Above 500,Unknown,Unavailable,12.5,14.5,12.02
1001-1200,901-950,"National Technical University ""Kharkiv Polytechnic Institute""",UA,Ukraine,M,6.5,10.6,54.3,1.3,1.7,20.1,11.4,4.0,1.6,-,1201â€“1500,National Technical University Kharkiv Polytechnic Institute,22.8â€“28.2,13760,24.8,1019,9.0,1797,14.9,1768,17.5,1701,33.6,1367,master_account,0,/world-university-rankings/national-technical-university-kharkiv-polytechnic-institute,131649,Ukraine,11055,7.9,0.14,31 : 69,National Technical University Kharkiv Polytechnic Institute,"Economics & Econometrics,Accounting & Finance,Sociology,Civil Engineering,Sport Science,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Psychology,Chemical Engineering,Communication & Media Studies,Business & Management,Languages, Literature & Linguistics,Other Health,Mechanical & Aerospace Engineering,Education,Chemistry,Physics & Astronomy,Medicine & Dentistry,Biological Sciences,Electrical & Electronic Engineering,Computer Science,Mathematics & Statistics,General Engineering",False,False,False,,1001-1200,1201â€“1500,1100.5,161.0,"National Technical University ""Kharkiv Polytechnic Institute""",26.0,84.5,Above 500,Unknown,Unavailable,6.5,54.3,11.17
1001-1200,951-1000,O.P. Jindal Global University,IN,India,M,8.8,10.0,53.8,1.6,18.0,1.2,8.4,3.2,2.3,-,Reporter,O.P. Jindal Global University,,1000530,,0,,0,,0,,0,,0,master_account,0,/world-university-rankings/op-jindal-global-university,624957,India,7583,9.1,0.0,"2 days, 0:52:00",O.P. Jindal Global University,"Art, Performing Arts & Design,Business & Management,History, Philosophy & Theology,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Architecture,Economics & Econometrics,Sociology,Languages, Literature & Linguistics,Psychology,Communication & Media Studies,Politics & International Studies (incl Development Studies),Law",False,False,False,,1001-1200,Reporter,1100.5,161.0,O.P. Jindal Global University,26.0,84.5,Above 500,Unknown,Unavailable,8.8,53.8,11.5
1001-1200,1001-1200,Panjab University,IN,India,L,7.8,7.3,6.2,24.1,,1.7,30.9,31.8,2.4,-,601â€“800,Panjab University,37.0â€“41.8,7440,32.6,566,16.2,1036,67.9,605,39.2,1001,23.5,1758,master_account,0,/world-university-rankings/panjab-university,960,India,19695,18.6,0.01,"2 days, 3:49:00",Panjab University,"Other Health,Sport Science,Psychology,Languages, Literature & Linguistics,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Sociology,Accounting & Finance,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Business & Management,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,General Engineering,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics,Education,History, Philosophy & Theology,Chemical Engineering,Geography,Computer Science,Law,Archaeology,Chemistry",False,False,False,,1001-1200,601â€“800,1100.5,161.0,Panjab University,26.0,84.5,Above 500,Unknown,Unavailable,7.8,6.2,12.22
1001-1200,1001-1200,Pozna? University of Technology,PL,Poland,L,7.8,6.8,31.6,6.3,2.3,5.7,44.9,5.2,1.4,-,1201â€“1500,Poznan University of Technology,22.8â€“28.2,13980,22.6,1181,13.0,1307,35.9,1303,41.8,942,26.9,1619,master_account,0,/world-university-rankings/poznan-university-technology,622890,Poland,14304,11.4,0.06,32 : 68,Poznan University of Technology,"Chemical Engineering,Mechanical & Aerospace Engineering,Computer Science,Physics & Astronomy,Mathematics & Statistics,Architecture,Electrical & Electronic Engineering,Civil Engineering,Chemistry,Art, Performing Arts & Design,Business & Management,General Engineering",False,False,False,,1001-1200,1201â€“1500,1100.5,161.0,Pozna? University of Technology,26.0,84.5,Above 500,Unknown,Unavailable,7.8,31.6,10.76
1001-1200,1001-1200,Rochester Institute of Technology (RIT),US,United States,L,7.2,10.7,19.2,6.3,4.7,16.1,36.8,9.0,34.5,-,801â€“1000,Rochester Institute of Technology,32.7â€“36.9,9590,22.9,1159,20.2,801,58.4,814,60.7,629,46.3,920,private,0,/world-university-rankings/rochester-institute-technology,131644,United States,14249,16.0,0.13,37 : 63,Rochester Institute of Technology,"Sport Science,Mechanical & Aerospace Engineering,Biological Sciences,Sociology,Electrical & Electronic Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Computer Science,Politics & International Studies (incl Development Studies),Chemical Engineering,Education,Communication & Media Studies,History, Philosophy & Theology,Agriculture & Forestry,Other Health,Economics & Econometrics,Mathematics & Statistics,Business & Management,Psychology,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Architecture,Accounting & Finance,General Engineering,Chemistry",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-68826652,1001-1200,801â€“1000,1100.5,161.0,Rochester Institute of Technology (RIT),26.0,84.5,Above 500,Unknown,Unavailable,7.2,19.2,12.0
1001-1200,1001-1200,Russian Presidential Academy of National Economy and Public Administration,RU,Russia,XL,4.9,7.6,47.8,1.1,1.8,2.8,17.7,41.8,1.0,-,1501+,Russian Presidential Academy of National Economy and Public Administration,9.7â€“22.7,18160,26.8,884,17.1,965,18.1,1712,19.4,1568,23.2,1771,master_account,0,/world-university-rankings/russian-presidential-academy-national-economy-and-public-administration,131707,Russian Federation,18646,10.4,0.04,"2 days, 15:37:00",Russian Presidential Academy of National Economy and Public Administration,"Law,History, Philosophy & Theology,Economics & Econometrics,Psychology,Politics & International Studies (incl Development Studies),Accounting & Finance,Computer Science,Languages, Literature & Linguistics,Sociology,Communication & Media Studies,Business & Management",False,False,True,,1001-1200,1501+,1100.5,1501.0,Russian Presidential Academy of National Economy and Public Administration,400.5,400.5,Above 500,Above 500,QS Higher,4.9,47.8,10.86
1001-1200,951-1000,Saint Petersburg Electrotechnical University ETU-LETI,RU,Russia,M,5.4,3.6,46.4,1.8,4.2,46.3,14.6,5.6,1.1,-,1201â€“1500,St Petersburg Electrotechnical University (LETI),22.8â€“28.2,14420,22.6,1184,16.4,1021,22.8,1619,37.6,1027,41.7,1063,master_account,0,/world-university-rankings/st-petersburg-electrotechnical-university-leti,131677,Russian Federation,8712,13.6,0.2,31 : 69,St Petersburg Electrotechnical University (LETI),"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering,Computer Science,Business & Management,Languages, Literature & Linguistics,Communication & Media Studies,General Engineering",False,False,True,,1001-1200,1201â€“1500,1100.5,161.0,Saint Petersburg Electrotechnical University ETU-LETI,26.0,84.5,Above 500,Unknown,Unavailable,5.4,46.4,10.75
1001-1200,1001-1200,Saint-Petersburg Mining University,RU,Russia,M,3.6,3.2,64.1,2.1,21.1,29.3,6.5,8.0,1.1,-,601â€“800,Saint-Petersburg Mining University,37.0â€“41.8,7600,29.7,709,16.9,979,69.3,572,50.4,801,43.1,1017,master_account,0,/world-university-rankings/saint-petersburg-mining-university,131618,Russian Federation,8345,13.4,0.12,"1 day, 17:59:00",Saint-Petersburg Mining University,"Business & Management,Electrical & Electronic Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Computer Science,Chemistry,Architecture,Economics & Econometrics,Agriculture & Forestry,Chemical Engineering,General Engineering",False,False,True,,1001-1200,601â€“800,1100.5,161.0,Saint-Petersburg Mining University,26.0,84.5,Above 500,Unknown,Unavailable,3.6,64.1,11.69
1001-1200,901-950,Samara National Research University (Samara University),RU,Russia,M,4.1,2.2,75.4,2.1,2.2,12.3,17.0,9.1,1.2,-,1201â€“1500,Samara National Research University (Samara University),22.8â€“28.2,14090,27.5,846,14.8,1140,21.8,1641,26.6,1279,37.1,1236,master_account,0,/world-university-rankings/samara-national-research-university-samara-university,621822,Russian Federation,9198,10.7,0.14,"2 days, 0:52:00",Samara National Research University (Samara University),"Psychology,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Education,General Engineering,Law,Economics & Econometrics,Accounting & Finance,Mathematics & Statistics,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Sociology,Computer Science,Electrical & Electronic Engineering,Chemistry",False,False,True,,1001-1200,1201â€“1500,1100.5,161.0,Samara National Research University (Samara University),26.0,84.5,Above 500,Unknown,Unavailable,4.1,75.4,11.61
1001-1200,1001-1200,San Diego State University,US,United States,XL,5.4,3.0,3.3,14.3,5.2,3.5,68.7,15.8,9.4,-,801â€“1000,San Diego State University,32.7â€“36.9,9630,21.5,1272,11.9,1417,71.1,535,58.3,672,37.0,1240,public,0,/world-university-rankings/san-diego-state-university,969,United States,32069,28.1,0.05,"2 days, 10:42:00",San Diego State University,"Communication & Media Studies,Biological Sciences,Chemistry,Art, Performing Arts & Design,Education,Mathematics & Statistics,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,History, Philosophy & Theology,Business & Management,Psychology,Civil Engineering,Electrical & Electronic Engineering,Geography,Physics & Astronomy,Economics & Econometrics,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Sociology,Other Health",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-78657722,1001-1200,801â€“1000,1100.5,161.0,San Diego State University,26.0,84.5,Above 500,Unknown,Unavailable,5.4,3.3,10.39
1001-1200,1001-1200,Sheffield Hallam University,UK,United Kingdom,L,6.7,8.6,9.5,4.5,33.6,33.1,50.4,8.6,2.2,-,801â€“1000,Sheffield Hallam University,32.7â€“36.9,9700,19.4,1437,14.4,1170,66.7,632,33.1,1126,64.0,503,master_account,0,/world-university-rankings/sheffield-hallam-university,131621,United Kingdom,26580,17.7,0.12,"2 days, 7:45:00",Sheffield Hallam University,"Computer Science,Biological Sciences,Languages, Literature & Linguistics,Chemical Engineering,Chemistry,Mechanical & Aerospace Engineering,Communication & Media Studies,Sport Science,Mathematics & Statistics,Business & Management,Architecture,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Education,Physics & Astronomy,History, Philosophy & Theology,Law,Sociology,Accounting & Finance,Psychology,Geography,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-64588463,1001-1200,801â€“1000,1100.5,161.0,Sheffield Hallam University,26.0,84.5,Above 500,Unknown,Unavailable,6.7,9.5,11.54
1001-1200,1001-1200,Shinshu University,JP,Japan,M,3.6,3.2,34.9,11.2,5.5,2.6,24.1,1.8,1.1,-,1001â€“1200,Shinshu University,28.3â€“32.6,11590,26.8,885,18.0,919,34.6,1333,63.1,586,32.6,1399,master_account,0,/world-university-rankings/shinshu-university,131444,Japan,10602,10.4,0.03,32 : 68,Shinshu University Shindai Shin shu,"Electrical & Electronic Engineering,Other Health,Law,Art, Performing Arts & Design,Medicine & Dentistry,Education,History, Philosophy & Theology,Biological Sciences,Mechanical & Aerospace Engineering,Chemistry,Chemical Engineering,Mathematics & Statistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Accounting & Finance,Languages, Literature & Linguistics,Agriculture & Forestry,Business & Management,Architecture,Economics & Econometrics,Physics & Astronomy",False,False,False,,1001-1200,1001â€“1200,1100.5,161.0,Shinshu University,26.0,84.5,Above 500,Unknown,Unavailable,3.6,34.9,9.05
1001-1200,1001-1200,Silesian University of Technology,PL,Poland,L,6.8,3.8,30.3,7.0,2.9,3.3,63.4,9.5,1.4,-,1201â€“1500,Silesian University of Technology,22.8â€“28.2,14250,21.8,1248,15.6,1079,39.4,1227,31.5,1149,26.6,1635,master_account,0,/world-university-rankings/silesian-university-technology,660953,Poland,17424,12.0,0.04,32 : 68,Silesian University of Technology,"Architecture,Chemical Engineering,Languages, Literature & Linguistics,Business & Management,Mathematics & Statistics,Mechanical & Aerospace Engineering,Computer Science,Chemistry,General Engineering,Electrical & Electronic Engineering,Civil Engineering",False,False,False,,1001-1200,1201â€“1500,1100.5,161.0,Silesian University of Technology,26.0,84.5,Above 500,Unknown,Unavailable,6.8,30.3,11.06
1001-1200,,Slovak University of Agriculture in Nitra,SK,Slovakia,S,8.5,9.0,25.8,7.2,7.1,4.4,29.0,4.9,1.0,-,1201â€“1500,Slovak University of Agriculture in Nitra,22.8â€“28.2,14270,23.6,1107,12.2,1392,27.4,1511,18.9,1600,48.5,853,master_account,0,/world-university-rankings/slovak-university-agriculture-nitra,660686,Slovakia,4550,11.9,0.05,"2 days, 6:46:00",Slovak University of Agriculture in Nitra,"Biological Sciences,Business & Management,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Chemistry,Economics & Econometrics,Architecture,Communication & Media Studies,Electrical & Electronic Engineering,Sociology,General Engineering,Psychology,Civil Engineering,Accounting & Finance,Computer Science,Education,Law",False,False,False,,1001-1200,1201â€“1500,1100.5,161.0,Slovak University of Agriculture in Nitra,26.0,84.5,Above 500,Unknown,Unavailable,8.5,25.8,10.24
1001-1200,1001-1200,Slovak University of Technology in Bratislava,SK,Slovakia,M,9.1,9.0,38.8,3.8,2.4,6.5,48.3,15.0,1.0,-,1501+,Slovak University of Technology in Bratislava,9.7â€“22.7,18460,27.6,837,12.0,1410,22.3,1629,28.7,1215,32.8,1394,master_account,0,/world-university-rankings/slovak-university-technology-bratislava,131818,Slovakia,10678,8.5,0.07,31 : 69,Slovak University of Technology in Bratislava,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemistry,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Physics & Astronomy,General Engineering,Art, Performing Arts & Design,Architecture,Chemical Engineering,Business & Management",False,False,False,,1001-1200,1501+,1100.5,1501.0,Slovak University of Technology in Bratislava,400.5,400.5,Above 500,Above 500,QS Higher,9.1,38.8,12.38
